Gene	TCGA-DX-AB2L-01A-32R-A41D-13
hsa-miR-4681|MIMAT0019766	NA
hsa-miR-5706|MIMAT0022500	NA
hsa-miR-548h-3p|MIMAT0022723	NA
hsa-miR-5708|MIMAT0022502	NA
hsa-miR-5739|MIMAT0023116	NA
hsa-miR-4685-5p|MIMAT0019771	NA
hsa-miR-4685-3p|MIMAT0019772	NA
hsa-miR-4686|MIMAT0019773	NA
hsa-miR-6068|MIMAT0023693	NA
hsa-miR-6069|MIMAT0023694	NA
hsa-miR-6070|MIMAT0023695	NA
hsa-miR-6071|MIMAT0023696	NA
hsa-miR-4688|MIMAT0019777	NA
hsa-miR-6073|MIMAT0023698	NA
hsa-miR-4690-5p|MIMAT0019779	NA
hsa-miR-6075|MIMAT0023700	NA
hsa-miR-4691-5p|MIMAT0019781	NA
hsa-miR-6077|MIMAT0023702	NA
hsa-miR-4692|MIMAT0019783	NA
hsa-miR-1292-3p|MIMAT0022948	NA
hsa-miR-6080|MIMAT0023705	NA
hsa-miR-1252-3p|MIMAT0026744	NA
hsa-miR-4694-3p|MIMAT0019787	NA
hsa-miR-4695-5p|MIMAT0019788	NA
hsa-miR-6084|MIMAT0023709	NA
hsa-miR-6085|MIMAT0023710	NA
hsa-miR-4697-5p|MIMAT0019791	NA
hsa-miR-6087|MIMAT0023712	NA
hsa-miR-3682-5p|MIMAT0019222	NA
hsa-miR-6089|MIMAT0023714	NA
hsa-miR-6090|MIMAT0023715	NA
hsa-miR-4700-5p|MIMAT0019796	NA
hsa-miR-6125|MIMAT0024598	NA
hsa-miR-4701-5p|MIMAT0019798	NA
hsa-miR-6127|MIMAT0024610	NA
hsa-miR-4703-5p|MIMAT0019801	NA
hsa-miR-378j|MIMAT0024612	NA
hsa-miR-6129|MIMAT0024613	NA
hsa-miR-6130|MIMAT0024614	NA
hsa-miR-4705|MIMAT0019805	NA
hsa-miR-6132|MIMAT0024616	NA
hsa-miR-3691-3p|MIMAT0019224	NA
hsa-miR-6134|MIMAT0024618	NA
hsa-miR-4708-5p|MIMAT0019809	NA
hsa-miR-4708-3p|MIMAT0019810	NA
hsa-miR-6499-3p|MIMAT0025451	NA
hsa-miR-548ay-5p|MIMAT0025452	NA
hsa-miR-548ay-3p|MIMAT0025453	NA
hsa-miR-6500-5p|MIMAT0025454	NA
hsa-miR-4710|MIMAT0019815	NA
hsa-miR-4711-5p|MIMAT0019816	NA
hsa-miR-548az-3p|MIMAT0025457	NA
hsa-miR-4712-5p|MIMAT0019818	NA
hsa-miR-4712-3p|MIMAT0019819	NA
hsa-miR-1910-3p|MIMAT0026917	NA
hsa-miR-6502-3p|MIMAT0025461	NA
hsa-miR-6503-5p|MIMAT0025462	NA
hsa-miR-4714-3p|MIMAT0019823	NA
hsa-miR-6504-5p|MIMAT0025464	NA
hsa-miR-6504-3p|MIMAT0025465	NA
hsa-miR-6505-5p|MIMAT0025466	NA
hsa-miR-6505-3p|MIMAT0025467	NA
hsa-miR-6506-5p|MIMAT0025468	NA
hsa-miR-6506-3p|MIMAT0025469	NA
hsa-miR-4717-5p|MIMAT0019829	NA
hsa-miR-6507-3p|MIMAT0025471	NA
hsa-miR-6508-5p|MIMAT0025472	NA
hsa-miR-6508-3p|MIMAT0025473	NA
hsa-miR-4720-5p|MIMAT0019833	NA
hsa-miR-6509-3p|MIMAT0025475	NA
hsa-miR-6510-5p|MIMAT0025476	NA
hsa-miR-4722-5p|MIMAT0019836	NA
hsa-miR-4722-3p|MIMAT0019837	NA
hsa-miR-4520-2-3p|MIMAT0020300	NA
hsa-miR-6512-5p|MIMAT0025480	NA
hsa-miR-4723-3p|MIMAT0019839	NA
hsa-miR-6513-5p|MIMAT0025482	NA
hsa-miR-6513-3p|MIMAT0025483	NA
hsa-miR-4724-3p|MIMAT0019842	NA
hsa-miR-4725-5p|MIMAT0019843	NA
hsa-miR-6515-5p|MIMAT0025486	NA
hsa-miR-6515-3p|MIMAT0025487	NA
hsa-miR-6715a-3p|MIMAT0025841	NA
hsa-miR-3934-3p|MIMAT0022975	NA
hsa-miR-2681-3p|MIMAT0013516	NA
hsa-miR-4728-5p|MIMAT0019849	NA
hsa-miR-4728-3p|MIMAT0019850	NA
hsa-miR-6717-5p|MIMAT0025846	NA
hsa-miR-6511b-5p|MIMAT0025847	NA
hsa-miR-6511b-3p|MIMAT0025848	NA
hsa-miR-3940-5p|MIMAT0019229	NA
hsa-miR-4732-5p|MIMAT0019855	NA
hsa-miR-6720-5p|MIMAT0027345	NA
hsa-miR-4733-5p|MIMAT0019857	NA
hsa-miR-4733-3p|MIMAT0019858	NA
hsa-miR-6722-5p|MIMAT0025853	NA
hsa-miR-4735-5p|MIMAT0019860	NA
hsa-miR-4735-3p|MIMAT0019861	NA
hsa-miR-6724-5p|MIMAT0025856	NA
hsa-miR-4737|MIMAT0019863	NA
hsa-miR-374c-3p|MIMAT0022735	NA
hsa-miR-3064-3p|MIMAT0019865	NA
hsa-miR-6726-3p|MIMAT0027354	NA
hsa-miR-4738-3p|MIMAT0019867	NA
hsa-miR-642a-3p|MIMAT0020924	NA
hsa-miR-6728-5p|MIMAT0027357	NA
hsa-miR-6728-3p|MIMAT0027358	NA
hsa-miR-4741|MIMAT0019871	NA
hsa-miR-1268b|MIMAT0018925	NA
hsa-miR-4742-3p|MIMAT0019873	NA
hsa-miR-548ab|MIMAT0018928	NA
hsa-miR-4743-3p|MIMAT0022978	NA
hsa-miR-4744|MIMAT0019875	NA
hsa-miR-4419a|MIMAT0018931	NA
hsa-miR-378f|MIMAT0018932	NA
hsa-miR-4420|MIMAT0018933	NA
hsa-miR-4745-3p|MIMAT0019879	NA
hsa-miR-4746-5p|MIMAT0019880	NA
hsa-miR-4746-3p|MIMAT0019881	NA
hsa-miR-4747-5p|MIMAT0019882	NA
hsa-miR-4747-3p|MIMAT0019883	NA
hsa-miR-4748|MIMAT0019884	NA
hsa-miR-4749-5p|MIMAT0019885	NA
hsa-miR-4749-3p|MIMAT0019886	NA
hsa-miR-4426|MIMAT0018941	NA
hsa-miR-653-3p|MIMAT0026625	NA
hsa-miR-4751|MIMAT0019888	NA
hsa-miR-4752|MIMAT0019889	NA
hsa-miR-4430|MIMAT0018945	NA
hsa-miR-548ad-5p|MIMAT0032114	NA
hsa-miR-655-5p|MIMAT0026626	NA
hsa-miR-371b-3p|MIMAT0019893	NA
hsa-miR-548t-3p|MIMAT0022730	NA
hsa-miR-4755-5p|MIMAT0019895	NA
hsa-miR-4755-3p|MIMAT0019896	NA
hsa-miR-4434|MIMAT0018950	NA
hsa-miR-499b-3p|MIMAT0019898	NA
hsa-miR-4436a|MIMAT0018952	NA
hsa-miR-4756-3p|MIMAT0019900	NA
hsa-miR-548ae-3p|MIMAT0018954	NA
hsa-miR-548ae-5p|MIMAT0032115	NA
hsa-miR-4758-5p|MIMAT0019903	NA
hsa-miR-4758-3p|MIMAT0019904	NA
hsa-miR-4759|MIMAT0019905	NA
hsa-miR-4441|MIMAT0018959	NA
hsa-miR-4760-3p|MIMAT0019907	NA
hsa-miR-4761-5p|MIMAT0019908	NA
hsa-miR-4444|MIMAT0018962	NA
hsa-miR-4762-5p|MIMAT0019910	NA
hsa-miR-4445-3p|MIMAT0018964	NA
hsa-miR-4446-5p|MIMAT0019233	NA
hsa-miR-3152-5p|MIMAT0019207	NA
hsa-miR-4764-5p|MIMAT0019914	NA
hsa-miR-4764-3p|MIMAT0019915	NA
hsa-miR-4449|MIMAT0018968	NA
hsa-miR-4766-5p|MIMAT0019917	NA
hsa-miR-4766-3p|MIMAT0019918	NA
hsa-miR-6754-3p|MIMAT0027409	NA
hsa-miR-6755-5p|MIMAT0027410	NA
hsa-miR-4768-3p|MIMAT0019921	NA
hsa-miR-4769-5p|MIMAT0019922	NA
hsa-miR-4769-3p|MIMAT0019923	NA
hsa-miR-3158-5p|MIMAT0019211	NA
hsa-miR-4771|MIMAT0019925	NA
hsa-miR-6758-5p|MIMAT0027416	NA
hsa-miR-4457|MIMAT0018979	NA
hsa-miR-4773|MIMAT0019928	NA
hsa-miR-6759-3p|MIMAT0027419	NA
hsa-miR-6760-5p|MIMAT0027420	NA
hsa-miR-4775|MIMAT0019931	NA
hsa-miR-6761-5p|MIMAT0027422	NA
hsa-miR-4776-3p|MIMAT0019933	NA
hsa-miR-6762-5p|MIMAT0027424	NA
hsa-miR-6762-3p|MIMAT0027425	NA
hsa-miR-6763-5p|MIMAT0027426	NA
hsa-miR-6763-3p|MIMAT0027427	NA
hsa-miR-6764-5p|MIMAT0027428	NA
hsa-miR-4780|MIMAT0019939	NA
hsa-miR-6765-5p|MIMAT0027430	NA
hsa-miR-4436b-3p|MIMAT0019941	NA
hsa-miR-4467|MIMAT0018994	NA
hsa-miR-6766-3p|MIMAT0027433	NA
hsa-miR-6767-5p|MIMAT0027434	NA
hsa-miR-4782-3p|MIMAT0019945	NA
hsa-miR-4783-5p|MIMAT0019946	NA
hsa-miR-6768-3p|MIMAT0027437	NA
hsa-miR-4473|MIMAT0019000	NA
hsa-miR-6769a-3p|MIMAT0027439	NA
hsa-miR-4474-3p|MIMAT0019001	NA
hsa-miR-6770-3p|MIMAT0027441	NA
hsa-miR-6771-5p|MIMAT0027442	NA
hsa-miR-6771-3p|MIMAT0027443	NA
hsa-miR-6772-5p|MIMAT0027444	NA
hsa-miR-6772-3p|MIMAT0027445	NA
hsa-miR-6773-5p|MIMAT0027446	NA
hsa-miR-4787-3p|MIMAT0019957	NA
hsa-miR-6774-5p|MIMAT0027448	NA
hsa-miR-3689f|MIMAT0019010	NA
hsa-miR-6775-5p|MIMAT0027450	NA
hsa-miR-3155b|MIMAT0019012	NA
hsa-miR-6776-5p|MIMAT0027452	NA
hsa-miR-6776-3p|MIMAT0027453	NA
hsa-miR-4792|MIMAT0019964	NA
hsa-miR-6777-3p|MIMAT0027455	NA
hsa-miR-6778-5p|MIMAT0027456	NA
hsa-miR-4794|MIMAT0019967	NA
hsa-miR-6779-5p|MIMAT0027458	NA
hsa-miR-6779-3p|MIMAT0027459	NA
hsa-miR-4485-3p|MIMAT0019019	NA
hsa-miR-6780a-3p|MIMAT0027461	NA
hsa-miR-6781-5p|MIMAT0027462	NA
hsa-miR-4797-3p|MIMAT0019973	NA
hsa-miR-4489|MIMAT0019023	NA
hsa-miR-4798-3p|MIMAT0019975	NA
hsa-miR-6783-5p|MIMAT0027466	NA
hsa-miR-6783-3p|MIMAT0027467	NA
hsa-miR-4800-5p|MIMAT0019978	NA
hsa-miR-6784-3p|MIMAT0027469	NA
hsa-miR-6785-5p|MIMAT0027470	NA
hsa-miR-3194-3p|MIMAT0019218	NA
hsa-miR-6786-5p|MIMAT0027472	NA
hsa-miR-6786-3p|MIMAT0027473	NA
hsa-miR-4804-5p|MIMAT0019984	NA
hsa-miR-6787-3p|MIMAT0027475	NA
hsa-miR-4999-5p|MIMAT0021017	NA
hsa-miR-6788-3p|MIMAT0027477	NA
hsa-miR-6789-5p|MIMAT0027478	NA
hsa-miR-5000-3p|MIMAT0021020	NA
hsa-miR-6790-5p|MIMAT0027480	NA
hsa-miR-5001-3p|MIMAT0021022	NA
hsa-miR-6791-5p|MIMAT0027482	NA
hsa-miR-4506|MIMAT0019042	NA
hsa-miR-6792-5p|MIMAT0027484	NA
hsa-miR-6792-3p|MIMAT0027485	NA
hsa-miR-6793-5p|MIMAT0027486	NA
hsa-miR-6793-3p|MIMAT0027487	NA
hsa-miR-548ao-5p|MIMAT0021029	NA
hsa-miR-6794-3p|MIMAT0027489	NA
hsa-miR-6795-5p|MIMAT0027490	NA
hsa-miR-4513|MIMAT0019050	NA
hsa-miR-5007-5p|MIMAT0021035	NA
hsa-miR-6796-3p|MIMAT0027493	NA
hsa-miR-6797-5p|MIMAT0027494	NA
hsa-miR-6797-3p|MIMAT0027495	NA
hsa-miR-6798-5p|MIMAT0027496	NA
hsa-miR-5008-3p|MIMAT0021040	NA
hsa-miR-6799-5p|MIMAT0027498	NA
hsa-miR-6799-3p|MIMAT0027499	NA
hsa-miR-5010-5p|MIMAT0021043	NA
hsa-miR-6800-3p|MIMAT0027501	NA
hsa-miR-5011-5p|MIMAT0021045	NA
hsa-miR-5011-3p|MIMAT0021046	NA
hsa-miR-6802-5p|MIMAT0027504	NA
hsa-miR-6802-3p|MIMAT0027505	NA
hsa-miR-6803-5p|MIMAT0027506	NA
hsa-miR-5088-3p|MIMAT0027041	NA
hsa-miR-6804-5p|MIMAT0027508	NA
hsa-miR-6804-3p|MIMAT0027509	NA
hsa-miR-6805-5p|MIMAT0027510	NA
hsa-miR-5091|MIMAT0021083	NA
hsa-miR-6806-5p|MIMAT0027512	NA
hsa-miR-6806-3p|MIMAT0027513	NA
hsa-miR-6807-5p|MIMAT0027514	NA
hsa-miR-5095|MIMAT0020600	NA
hsa-miR-6808-5p|MIMAT0027516	NA
hsa-miR-6808-3p|MIMAT0027517	NA
hsa-miR-1273g-3p|MIMAT0022742	NA
hsa-miR-6809-3p|MIMAT0027519	NA
hsa-miR-6810-5p|MIMAT0027520	NA
hsa-miR-6810-3p|MIMAT0027521	NA
hsa-miR-6811-5p|MIMAT0027522	NA
hsa-miR-6811-3p|MIMAT0027523	NA
hsa-miR-6812-5p|MIMAT0027524	NA
hsa-miR-6812-3p|MIMAT0027525	NA
hsa-miR-6813-5p|MIMAT0027526	NA
hsa-miR-4539|MIMAT0019082	NA
hsa-miR-5192|MIMAT0021123	NA
hsa-miR-6814-3p|MIMAT0027529	NA
hsa-miR-6815-5p|MIMAT0027530	NA
hsa-miR-6815-3p|MIMAT0027531	NA
hsa-miR-5195-3p|MIMAT0021127	NA
hsa-miR-5196-5p|MIMAT0021128	NA
hsa-miR-6817-5p|MIMAT0027534	NA
hsa-miR-5197-5p|MIMAT0021130	NA
hsa-miR-6818-5p|MIMAT0027536	NA
hsa-miR-6818-3p|MIMAT0027537	NA
hsa-miR-4524b-3p|MIMAT0022256	NA
hsa-miR-5571-5p|MIMAT0022257	NA
hsa-miR-5571-3p|MIMAT0022258	NA
hsa-miR-6820-3p|MIMAT0027541	NA
hsa-miR-4635|MIMAT0019692	NA
hsa-miR-6821-3p|MIMAT0027543	NA
hsa-miR-6822-5p|MIMAT0027544	NA
hsa-miR-548ar-5p|MIMAT0022265	NA
hsa-miR-6823-5p|MIMAT0027546	NA
hsa-miR-6823-3p|MIMAT0027547	NA
hsa-miR-548as-3p|MIMAT0022268	NA
hsa-miR-5579-5p|MIMAT0022269	NA
hsa-miR-6825-5p|MIMAT0027550	NA
hsa-miR-6825-3p|MIMAT0027551	NA
hsa-miR-6826-5p|MIMAT0027552	NA
hsa-miR-6826-3p|MIMAT0027553	NA
hsa-miR-5580-3p|MIMAT0022274	NA
hsa-miR-5581-5p|MIMAT0022275	NA
hsa-miR-6828-5p|MIMAT0027556	NA
hsa-miR-4646-5p|MIMAT0019707	NA
hsa-miR-548at-3p|MIMAT0022278	NA
hsa-miR-6829-3p|MIMAT0027559	NA
hsa-miR-5582-3p|MIMAT0022280	NA
hsa-miR-6830-3p|MIMAT0027561	NA
hsa-miR-4649-3p|MIMAT0019712	NA
hsa-miR-6831-3p|MIMAT0027563	NA
hsa-miR-5584-3p|MIMAT0022284	NA
hsa-miR-6832-3p|MIMAT0027565	NA
hsa-miR-6833-5p|MIMAT0027566	NA
hsa-miR-6833-3p|MIMAT0027567	NA
hsa-miR-6834-5p|MIMAT0027568	NA
hsa-miR-4653-3p|MIMAT0019719	NA
hsa-miR-6835-5p|MIMAT0027570	NA
hsa-miR-6835-3p|MIMAT0027571	NA
hsa-miR-6780b-5p|MIMAT0027572	NA
hsa-miR-6780b-3p|MIMAT0027573	NA
hsa-miR-1295b-3p|MIMAT0022294	NA
hsa-miR-6836-3p|MIMAT0027575	NA
hsa-miR-5588-3p|MIMAT0022296	NA
hsa-miR-5589-5p|MIMAT0022297	NA
hsa-miR-5589-3p|MIMAT0022298	NA
hsa-miR-5590-5p|MIMAT0022299	NA
hsa-miR-6839-5p|MIMAT0027580	NA
hsa-miR-6839-3p|MIMAT0027581	NA
hsa-miR-6840-5p|MIMAT0027582	NA
hsa-miR-6840-3p|MIMAT0027583	NA
hsa-miR-6841-5p|MIMAT0027584	NA
hsa-miR-4663|MIMAT0019735	NA
hsa-miR-6842-5p|MIMAT0027586	NA
hsa-miR-5682|MIMAT0022470	NA
hsa-miR-6843-3p|MIMAT0027588	NA
hsa-miR-4665-5p|MIMAT0019739	NA
hsa-miR-4665-3p|MIMAT0019740	NA
hsa-miR-6845-3p|MIMAT0027591	NA
hsa-miR-4666a-3p|MIMAT0019742	NA
hsa-miR-4667-5p|MIMAT0019743	NA
hsa-miR-5687|MIMAT0022478	NA
hsa-miR-6847-3p|MIMAT0027595	NA
hsa-miR-6848-5p|MIMAT0027596	NA
hsa-miR-6848-3p|MIMAT0027597	NA
hsa-miR-6849-5p|MIMAT0027598	NA
hsa-miR-5691|MIMAT0022483	NA
hsa-miR-5692a|MIMAT0022484	NA
hsa-miR-6850-3p|MIMAT0027601	NA
hsa-miR-6851-5p|MIMAT0027602	NA
hsa-miR-6851-3p|MIMAT0027603	NA
hsa-miR-6852-5p|MIMAT0027604	NA
hsa-miR-5696|MIMAT0022489	NA
hsa-miR-6853-5p|MIMAT0027606	NA
hsa-miR-5698|MIMAT0022491	NA
hsa-miR-6854-5p|MIMAT0027608	NA
hsa-miR-6854-3p|MIMAT0027609	NA
hsa-miR-5700|MIMAT0022493	NA
hsa-miR-6855-3p|MIMAT0027611	NA
hsa-miR-6856-5p|MIMAT0027612	NA
hsa-miR-6856-3p|MIMAT0027613	NA
hsa-miR-6857-5p|MIMAT0027614	NA
hsa-miR-6857-3p|MIMAT0027615	NA
hsa-miR-5705|MIMAT0022499	NA
hsa-miR-6858-3p|MIMAT0027617	NA
hsa-miR-4683|MIMAT0019768	NA
hsa-miR-6859-3p|MIMAT0027619	NA
hsa-miR-6769b-5p|MIMAT0027620	NA
hsa-miR-5787|MIMAT0023252	NA
hsa-miR-1199-5p|MIMAT0031119	NA
hsa-miR-1199-3p|MIMAT0031120	NA
hsa-miR-6861-3p|MIMAT0027624	NA
hsa-miR-6862-5p|MIMAT0027625	NA
hsa-miR-6862-3p|MIMAT0027626	NA
hsa-miR-6863|MIMAT0027627	NA
hsa-miR-6072|MIMAT0023697	NA
hsa-miR-6864-3p|MIMAT0027629	NA
hsa-miR-6074|MIMAT0023699	NA
hsa-miR-6865-3p|MIMAT0027631	NA
hsa-miR-6076|MIMAT0023701	NA
hsa-miR-6866-3p|MIMAT0027633	NA
hsa-miR-6078|MIMAT0023703	NA
hsa-miR-4693-5p|MIMAT0019784	NA
hsa-miR-6868-5p|MIMAT0027636	NA
hsa-miR-4694-5p|MIMAT0019786	NA
hsa-miR-6082|MIMAT0023707	NA
hsa-miR-6083|MIMAT0023708	NA
hsa-miR-6870-5p|MIMAT0027640	NA
hsa-miR-6870-3p|MIMAT0027641	NA
hsa-miR-6086|MIMAT0023711	NA
hsa-miR-6871-3p|MIMAT0027643	NA
hsa-miR-4698|MIMAT0019793	NA
hsa-miR-6872-3p|MIMAT0027645	NA
hsa-miR-6873-5p|MIMAT0027646	NA
hsa-miR-6124|MIMAT0024597	NA
hsa-miR-6874-5p|MIMAT0027648	NA
hsa-miR-6126|MIMAT0024599	NA
hsa-miR-6875-5p|MIMAT0027650	NA
hsa-miR-6128|MIMAT0024611	NA
hsa-miR-6876-5p|MIMAT0027652	NA
hsa-miR-6876-3p|MIMAT0027653	NA
hsa-miR-6877-5p|MIMAT0027654	NA
hsa-miR-6131|MIMAT0024615	NA
hsa-miR-6878-5p|MIMAT0027656	NA
hsa-miR-4707-5p|MIMAT0019807	NA
hsa-miR-6879-5p|MIMAT0027658	NA
hsa-miR-6165|MIMAT0024782	NA
hsa-miR-6499-5p|MIMAT0025450	NA
hsa-miR-6880-3p|MIMAT0027661	NA
hsa-miR-6881-5p|MIMAT0027662	NA
hsa-miR-6881-3p|MIMAT0027663	NA
hsa-miR-6882-5p|MIMAT0027664	NA
hsa-miR-6500-3p|MIMAT0025455	NA
hsa-miR-548az-5p|MIMAT0025456	NA
hsa-miR-6883-3p|MIMAT0027667	NA
hsa-miR-6501-5p|MIMAT0025458	NA
hsa-miR-6501-3p|MIMAT0025459	NA
hsa-miR-3912-5p|MIMAT0027036	NA
hsa-miR-6885-3p|MIMAT0027671	NA
hsa-miR-6886-5p|MIMAT0027672	NA
hsa-miR-6503-3p|MIMAT0025463	NA
hsa-miR-6887-5p|MIMAT0027674	NA
hsa-miR-6887-3p|MIMAT0027675	NA
hsa-miR-6888-5p|MIMAT0027676	NA
hsa-miR-6888-3p|MIMAT0027677	NA
hsa-miR-6889-5p|MIMAT0027678	NA
hsa-miR-6889-3p|MIMAT0027679	NA
hsa-miR-6507-5p|MIMAT0025470	NA
hsa-miR-6890-3p|MIMAT0027681	NA
hsa-miR-6891-5p|MIMAT0027682	NA
hsa-miR-6891-3p|MIMAT0027683	NA
hsa-miR-6509-5p|MIMAT0025474	NA
hsa-miR-6892-3p|MIMAT0027685	NA
hsa-miR-6893-5p|MIMAT0027686	NA
hsa-miR-6510-3p|MIMAT0025477	NA
hsa-miR-6511a-5p|MIMAT0025478	NA
hsa-miR-6511a-3p|MIMAT0025479	NA
hsa-miR-6895-5p|MIMAT0027690	NA
hsa-miR-6512-3p|MIMAT0025481	NA
hsa-miR-7106-5p|MIMAT0028109	NA
hsa-miR-7106-3p|MIMAT0028110	NA
hsa-miR-6514-5p|MIMAT0025484	NA
hsa-miR-6514-3p|MIMAT0025485	NA
hsa-miR-7108-5p|MIMAT0028113	NA
hsa-miR-7108-3p|MIMAT0028114	NA
hsa-miR-7109-5p|MIMAT0028115	NA
hsa-miR-4727-5p|MIMAT0019847	NA
hsa-miR-4727-3p|MIMAT0019848	NA
hsa-miR-6716-5p|MIMAT0025844	NA
hsa-miR-6716-3p|MIMAT0025845	NA
hsa-miR-7111-3p|MIMAT0028120	NA
hsa-miR-7112-5p|MIMAT0028121	NA
hsa-miR-7112-3p|MIMAT0028122	NA
hsa-miR-4731-3p|MIMAT0019854	NA
hsa-miR-6719-3p|MIMAT0025850	NA
hsa-miR-7114-5p|MIMAT0028125	NA
hsa-miR-6720-3p|MIMAT0025851	NA
hsa-miR-6721-5p|MIMAT0025852	NA
hsa-miR-7151-5p|MIMAT0028212	NA
hsa-miR-6722-3p|MIMAT0025854	NA
hsa-miR-6723-5p|MIMAT0025855	NA
hsa-miR-7152-3p|MIMAT0028215	NA
hsa-miR-892c-5p|MIMAT0025857	NA
hsa-miR-3064-5p|MIMAT0019864	NA
hsa-miR-6726-5p|MIMAT0027353	NA
hsa-miR-7154-3p|MIMAT0028219	NA
hsa-miR-6727-5p|MIMAT0027355	NA
hsa-miR-3124-3p|MIMAT0019200	NA
hsa-miR-7156-5p|MIMAT0028222	NA
hsa-miR-7156-3p|MIMAT0028223	NA
hsa-miR-6729-5p|MIMAT0027359	NA
hsa-miR-4742-5p|MIMAT0019872	NA
hsa-miR-6730-5p|MIMAT0027361	NA
hsa-miR-4743-5p|MIMAT0019874	NA
hsa-miR-6731-5p|MIMAT0027363	NA
hsa-miR-6731-3p|MIMAT0027364	NA
hsa-miR-3591-5p|MIMAT0019876	NA
hsa-miR-3591-3p|MIMAT0019877	NA
hsa-miR-4745-5p|MIMAT0019878	NA
hsa-miR-6733-3p|MIMAT0027368	NA
hsa-miR-6734-5p|MIMAT0027369	NA
hsa-miR-6734-3p|MIMAT0027370	NA
hsa-miR-6735-5p|MIMAT0027371	NA
hsa-miR-6735-3p|MIMAT0027372	NA
hsa-miR-6736-5p|MIMAT0027373	NA
hsa-miR-6736-3p|MIMAT0027374	NA
hsa-miR-6737-5p|MIMAT0027375	NA
hsa-miR-4750-5p|MIMAT0019887	NA
hsa-miR-4427|MIMAT0018942	NA
hsa-miR-6738-3p|MIMAT0027378	NA
hsa-miR-6739-5p|MIMAT0027379	NA
hsa-miR-4753-5p|MIMAT0019890	NA
hsa-miR-4753-3p|MIMAT0019891	NA
hsa-miR-548ad-3p|MIMAT0018946	NA
hsa-miR-6741-5p|MIMAT0027383	NA
hsa-miR-4432|MIMAT0018948	NA
hsa-miR-6742-5p|MIMAT0027385	NA
hsa-miR-6742-3p|MIMAT0027386	NA
hsa-miR-499b-5p|MIMAT0019897	NA
hsa-miR-6743-3p|MIMAT0027388	NA
hsa-miR-4756-5p|MIMAT0019899	NA
hsa-miR-6744-3p|MIMAT0027390	NA
hsa-miR-4757-5p|MIMAT0019901	NA
hsa-miR-4757-3p|MIMAT0019902	NA
hsa-miR-6746-3p|MIMAT0027393	NA
hsa-miR-6747-5p|MIMAT0027394	NA
hsa-miR-6747-3p|MIMAT0027395	NA
hsa-miR-4760-5p|MIMAT0019906	NA
hsa-miR-6748-3p|MIMAT0027397	NA
hsa-miR-6749-5p|MIMAT0027398	NA
hsa-miR-4761-3p|MIMAT0019909	NA
hsa-miR-6750-5p|MIMAT0027400	NA
hsa-miR-4762-3p|MIMAT0019911	NA
hsa-miR-4763-5p|MIMAT0019912	NA
hsa-miR-4446-3p|MIMAT0018965	NA
hsa-miR-6752-5p|MIMAT0027404	NA
hsa-miR-6752-3p|MIMAT0027405	NA
hsa-miR-4765|MIMAT0019916	NA
hsa-miR-6753-3p|MIMAT0027407	NA
hsa-miR-6754-5p|MIMAT0027408	NA
hsa-miR-8055|MIMAT0030982	NA
hsa-miR-8056|MIMAT0030983	NA
hsa-miR-6755-3p|MIMAT0027411	NA
hsa-miR-6756-5p|MIMAT0027412	NA
hsa-miR-6756-3p|MIMAT0027413	NA
hsa-miR-4454|MIMAT0018976	NA
hsa-miR-6757-3p|MIMAT0027415	NA
hsa-miR-8062|MIMAT0030989	NA
hsa-miR-4772-3p|MIMAT0019927	NA
hsa-miR-6759-5p|MIMAT0027418	NA
hsa-miR-8065|MIMAT0030992	NA
hsa-miR-8066|MIMAT0030993	NA
hsa-miR-6760-3p|MIMAT0027421	NA
hsa-miR-8068|MIMAT0030995	NA
hsa-miR-6761-3p|MIMAT0027423	NA
hsa-miR-8070|MIMAT0030997	NA
hsa-miR-8071|MIMAT0030998	NA
hsa-miR-8072|MIMAT0030999	NA
hsa-miR-8073|MIMAT0031000	NA
hsa-miR-8074|MIMAT0031001	NA
hsa-miR-6764-3p|MIMAT0027429	NA
hsa-miR-8076|MIMAT0031003	NA
hsa-miR-6765-3p|MIMAT0027431	NA
hsa-miR-4781-5p|MIMAT0019942	NA
hsa-miR-8079|MIMAT0031006	NA
hsa-miR-8080|MIMAT0031007	NA
hsa-miR-6767-3p|MIMAT0027435	NA
hsa-miR-6768-5p|MIMAT0027436	NA
hsa-miR-8083|MIMAT0031010	NA
hsa-miR-4784|MIMAT0019948	NA
hsa-miR-8085|MIMAT0031012	NA
hsa-miR-1245b-5p|MIMAT0019950	NA
hsa-miR-8087|MIMAT0031014	NA
hsa-miR-8088|MIMAT0031015	NA
hsa-miR-8089|MIMAT0031016	NA
hsa-miR-8485|MIMAT0033692	NA
hsa-miR-9500|MIMAT0035542	NA
hsa-miR-548bb-5p|MIMAT0035703	NA
hsa-miR-6773-3p|MIMAT0027447	NA
hsa-miR-5587-5p|MIMAT0022289	NA
hsa-miR-4789-5p|MIMAT0019959	NA
hsa-miR-6774-3p|MIMAT0027449	NA
hsa-miR-4790-5p|MIMAT0019961	NA
hsa-miR-7107-5p|MIMAT0028111	NA
hsa-miR-6836-5p|MIMAT0027574	NA
hsa-miR-6777-5p|MIMAT0027454	NA
hsa-miR-6837-5p|MIMAT0027576	NA
hsa-miR-6837-3p|MIMAT0027577	NA
hsa-miR-6778-3p|MIMAT0027457	NA
hsa-miR-6838-3p|MIMAT0027579	NA
